title,rating,genre,cleaned_tokens
Deep Rising,61.0,"'Adventure', 'Action', 'Horror', 'Science Fiction'",group heavily arm hijacker board luxury ocean liner south pacific ocean loot battle series tentacles mandating sea creature take ship first
Tarzan,57.0,"'Animation', 'Action', 'Adventure', 'Family'",one classic revere story time edgar rice boroughs tarzan return big screen new generation tarzan jane face mercenary army dispatch evil ceo energies man take company tarzan parent die plane crash african jungle
Without Saying Goodbye,73.0,"'Comedy', 'Romance'",opposite live workaholic architect fiery artist upend chance encounter breathtaking peru shift view life
Braindead,74.0,"'Horror', 'Comedy'",bite lionel mother shes transform zombie begin kill transform entire town lionel race keep thing control
Children Who Chase Lost Voices,72.0,"'Animation', 'Adventure', 'Drama', 'Fantasy', 'Romance'",film center sauna young girl spend solitary day listen mysterious music emanate crystal radio receive late father memento one day walk home attack fearsome monster save mysterious boy name shun however shun disappear sauna embark journey adventure land agatha teacher my meet shun journey come know cruelty beauty world well loss
Bicentennial Man,72.0,"'Science Fiction', 'Comedy', 'Drama'",richard martin buy gift new nor robot product name andrew young family child bicentennial man follow life time andrew robot purchase household appliance program perform menial task andrew begin experience emotion creative think martin family soon discover dont ordinary robot
Just Like Heaven,69.0,"'Drama', 'Comedy', 'Romance', 'Fantasy'",shortly david abbott move new san francisco dig unwelcome visitor hand winsome elizabeth martins assert apartment promptly vanish start appear disappear david think shes ghost elizabeth convince shes alive
Rage,53.0,"'Action', 'Crime', 'Thriller'",russian mob kidnap daughter reform criminal round old crew seek brand justice
Priest,58.0,"'Horror', 'Action', 'Thriller'",alternate world humanity vampires war century last vampire war veteran warrior priest live obscurity human inside one church wall city priests niece kidnap vampire priest break vow hunt accompany niece boyfriend wasteland sheriff former warrior priestess
Vampire Academy,64.0,"'Comedy', 'Action', 'Fantasy'",rise rebellious best friend lisa mortal royal vampire princess run capture return it vladimir academy place believe live may jeopardy rise sacrifice everything protect lisa intend exploit within academy wall strigoi immortal evil vampire hunt kind outside sanctuary
Mamma Mia! Here We Go Again,71.0,"'Comedy', 'Romance'",five year meet three father sophie sheridan prepare open mother hotel young donna sheridan meet men could sophie biological father
Justice League vs. the Fatal Five,68.0,"'Animation', 'Action', 'Science Fiction'",justice league face powerful new threat fatal five superman batman wonder woman seek answer trio mano persuade thank terrorize metropolis search bud green lantern jessica cruz unwilling help aim free remain fatal five member emerald empress various carry sinister plan justice league also discover ally another time peculiar star boy brim volatile power could key thwart fatal five epic battle ultimate evil await
13 Going on 30,67.0,"'Comedy', 'Fantasy', 'Romance'",total humiliation thirteenth birthday party jenna rink want hide shes thirty little magic wish grant turn thirty isn't always awesome think would
An American Werewolf in Paris,60.0,"'Horror', 'Comedy'",american man unwittingly get involve werewolf develop serum allow transform
Pompeii,55.0,"'Action', 'Adventure', 'History', 'Romance', 'Drama'",ad milo slave turn gladiator find race time save true love cassia beautiful daughter wealthy merchant unwillingly betroth corrupt roman senator mount erupt torrent blaze lava milo must fight way arena order save beloved magnificent pompey crumble around
Serenity,74.0,"'Science Fiction', 'Action', 'Adventure', 'Thriller'",renegade crew serenity agree hide fugitive ship find battle relentless military might totalitarian regime destroy anything anyone get girl back bloodthirsty creature roam uncharted area space great danger may ship
Trainwreck,58.0,"'Comedy', 'Drama', 'Romance'",think monogamy never possible career woman may face fear meet good guy
Heist,61.0,"'Action', 'Crime', 'Thriller'",father without mean pay daughter medical treatment last resort partner greedy coworker rob casino thing go awry there force hijack city bus
Scared Shrekless,65.0,"'Animation', 'Comedy', 'Family'",shrek challenge donkey pus boot fairy tale character friend spend night lord haunt castle tell scary story see resist become scar stay long
The Messenger: The Story of Joan of Arc,64.0,"'Adventure', 'Drama', 'Action', 'History', 'War'",teenage girl remote french village stand king message claim come god would defeat world great army liberate country political religious turmoil follow mission reclaim god diminish kingdom amaze victory violent untimely death
Outbreak,65.0,"'Action', 'Drama', 'Science Fiction', 'Thriller'",deadly airborne virus find way usa start kill people epidemic rate col sam daniel job stop virus spread small town must quarantine prevent reaction white house
Stuck in Love,74.0,"'Drama', 'Comedy'",acclaim writer wife teenaged child come term complexity love form course one tumultuous year
Abduction,59.0,"'Thriller', 'Action', 'Mystery'",young man set uncover truth life find baby photo miss person website
The Paramedic,46.0,'Comedy',work mario million male nurse strike home wife interest call hotline local doctor mario win million lire lottery buy new car start live dream secret go well criminal steal car mario blame car thief crime
The Big Boss,72.0,'Action',chen city boy move cousins work ice factory family promise never get involve fight however member family begin disappear meet management factory result mystery pressure force break vow take villainy big boy
The Kid,65.0,"'Fantasy', 'Comedy', 'Family'",powerful businessman us during immerse work magic moon meet rusty chubby charm yearly version cant believe could turn badly life dog rusty help russ able reconcile person use dream man hes actually become
Wonder Woman: Bloodlines,70.0,"'Science Fiction', 'Animation', 'Action', 'Fantasy'",wonder woman try help trouble young girl fall deadly organization know villainy inc
Justice League: War,75.0,"'Animation', 'Action'",world attack alien armada lead powerful group superheroes consist superman batman wonder woman flash green lantern cyborg shaman must set aside difference gather together defend earth
The Battleship Island,72.0,"'Action', 'History', 'Drama'",japanese colonial era roughly korean people force onto battleship island sashimi island mine coal attempt escape
The Way Back,70.0,"'Drama', 'Adventure', 'History'",dawn wait several men escape russian gulag take perilous uncertain journey freedom cross desert mountains several nation
Convoy,63.0,"'Action', 'Comedy'",trucker rubber duck buddy pig pen widow woman spider mike use cab radio warn one another presence cop connive sheriff wallace hip trucker tactic begin trick driver cab broadcast face constant harassment law rubber duck pal use radio coordinate vast convoy rule road
3 Days to Kill,61.0,"'Action', 'Drama', 'Thriller'",dangerous international spy determine give high stake life finally build close relationship estrange wife daughter first must complete one last mission even mean juggle two tough assignment yet hunt world ruthless terrorist look teenage daughter first time ten year wife town
Momentum,57.0,"'Action', 'Crime', 'Thriller'",alex infiltration expert secret past accidentally reveal identity routine heist quickly find mix government conspiracy entangle deadly game master assassin team killer arm set lethal skill alex look exact revenge murder friend uncover truth
Kite,68.0,"'Animation', 'Crime', 'Action', 'Thriller'",sawa may seem innocent naive dont fool coldblooded killer your wrong side law may next target content watch imperfect justice system let criminal go loose every day detective decide train young sawa instrument justice
Aloha Scooby-Doo!,72.0,"'Mystery', 'Family', 'Animation', 'Adventure', 'Comedy'",mystery gang go hawaii big kahuna surf contest however gang local find island invade vengeful wiki tiki spirit demon
Nowhere to Run,63.0,"'Action', 'Drama', 'Thriller', 'Romance'",escape convict sam gilles singlehandedly take ruthless developer determine evict widow two young child
Christmas on Mistletoe Farm,53.0,"'Family', 'Comedy'",inherit farm christmas time widow father make bumpy adjustment village life kid hatch plan stay forever
Popeye,54.0,"'Action', 'Adventure', 'Comedy', 'Family'",popeye superstring sailor man whos search father storm wreck ship popeye wash ashore wind room oil household meet olive win heart must first contend olive fianc pluto
The Kids Are Alright: Destination Asturias,52.0,"'Comedy', 'Family'",ricardo responsible father decide personally take son camp parent propose also take care child train leave felipe flamboyant individual grandfather two child show station
South Park: Post COVID,73.0,"'Animation', 'Comedy', 'TV Movie'",happen child live pandemic stan kyle cartman kenny survive never post couid
An American Tail,67.0,"'Drama', 'Family', 'Animation', 'Adventure'",young mouse name feel family decide migrate america land without cat turn the century somehow feel end new world alone must fend feline never think hed deal also loneliness away home
Cheburashka,88.0,"'Family', 'Comedy'",really exist plush toy quite real furry animal live orange grove distant country find small town sea meet communicative old man need meet little boy speak mother make amaze chocolate meet strange aunt want buy give unsympathetic granddaughter many many people
Another Round,77.0,"'Comedy', 'Drama'",four high school teacher launch drink experiment uphold constant low level intoxication
Kick the Cock,41.0,'Comedy',kick cock old dutch say mean peek kitchen
Down Periscope,63.0,'Comedy',maverick navy lieutenant tom dodge never textbook officer he brilliant seaman who always want command nuclear submarine he give one last chance clean record unfortunately admiral graham nemesis would rather sink fleet give dodge boat graham stack deck assign dodge stingray we submarine barely keep afloat make matter bad dodge crew collection maladjusted misfit he tag enemy crucial war game order take u navy best
Pineapple Express,66.0,"'Action', 'Comedy', 'Crime'",stoner dealer force go run police pothead witness cop commit murder
Critters 3,51.0,"'Comedy', 'Horror', 'Science Fiction'",appear cross critter tower inferno resident shoddy la apartment block chase roof hoard eponymous hairy horror
Unstoppable,65.0,"'Action', 'Thriller'",runaway train transport deadly toxic chemical barrel stanton pennsylvania prove unstoppable veteran engineer young conductor risk live try stop switch engine
The Wolf's Call,76.0,"'Thriller', 'Action'",nuclear war loom military expert underwater acoustic strive prove thing arent seems sounding ear
Eragon,51.0,"'Fantasy', 'Action', 'Adventure', 'Family'",homeland farm boy happen upon dragon egg discovery lead predestined journey realize he one person defend home evil king
Cardcaptor Sakura: The Movie,77.0,"'Fantasy', 'Animation', 'Adventure', 'Action', 'Drama'",sakura card captor win game chance award trip hong kong along best friend tomato rival saran li turn ancient rival blow reed creator mysterious powerful blow card summon shes revenge battle ensue secret reveal blow reed shady past sakura connection
Detective Conan: Dimensional Sniper,69.0,"'Action', 'Animation', 'Drama', 'Mystery'",vicious sniper appear tokyo render people scar go outside conan figure mean behind kill capture mysterious sniper live lose
La Femme Nikita,71.0,"'Action', 'Thriller'",beautiful felon sentence life prison murder policeman give second chance secret political assassin control government
Æon Flux,56.0,"'Science Fiction', 'Action', 'Thriller'",year future disease wipe majority world population except one wall city began rule congress scientist flux top operative underground monican rebellion send mission kill government leader uncover world secret
Kiss of the Dragon,68.0,"'Action', 'Crime', 'Thriller'",liu jian elite chinese police officer come paris arrest chinese drug lord jian betray french officer frame murder must go hide find new ally
Pokémon 3: The Movie,65.0,"'Adventure', 'Fantasy', 'Animation', 'Action', 'Family'",molly hale sadness father disappearance get unknowingly use known create dream world along enter believe father enter kidnap ash mother ash along misty brock invade mansion look mom try stop mystery molly dream world enter
George of the Jungle,56.0,"'Adventure', 'Comedy', 'Family', 'Romance'",deep african jungle baby name george sole survivor plane crash raise gorilla george grow buff lovable klutz rain forest full animal friend cookie toucan messenger ape witty talk gorilla shep pooch elephant poacher mess george pal king swing swing action
Punisher: War Zone,58.0,"'Action', 'Crime'",wag ocean war world organize crime ruthless frank castle set sight overeager mob boy billy russet russet leave horribly disfigure castle set vengeance new alias jigsaw punisher task force hot trail fbi unable take jigsaw frank must stand formidable army jigsaw recruit evil deed go unpunished
That Obscure Object of Desire,75.0,"'Comedy', 'Drama', 'Romance'",dump bucket water beautiful young woman window train car wealthy frenchman mathieu regale fellow passenger story dysfunctional relationship young woman question fiery yearly flamenco dancer name conceit follow tale cruelty depravity lie build block love
Wolf Warrior 2,66.0,"'War', 'Action', 'Drama'",china deadly special force operative settle quiet life sea sadistic mercenary begin target nearby civilian must leave newfound peace behind return duty soldier protector
District 13: Ultimatum,64.0,"'Action', 'Thriller', 'Crime'",damien let return district mission bring peace trouble sector control five different gang boy city secret service take drastic measure solve problem
Old School,66.0,'Comedy',three friend attempt recapture glory day open fraternity near alma mater
Wheels on Meals,69.0,"'Romance', 'Action', 'Comedy', 'Crime'",cousin thomas david owner mobile restaurant team friend moby bumble private detective save beautiful sylvia pickpocket
Balkan Line,76.0,"'Drama', 'Action', 'War'",nato bomb yugoslavia yugoslav army pull kokoro region leave serbian people mercy albanian uck terrorist small band soldier must take latina airport hold russian peacekeeper arrive
Made in Abyss: Dawn of the Deep Soul,80.0,"'Animation', 'Adventure', 'Fantasy', 'Mystery'",continuation epic adventure plucky rio reg join new friend panache together descend by treacherous fifth layer sea corps encounter mysterious bonded legendary white whistle whose shadow loom trouble past bonded ingratiating hospitable brave adventurer know thing always seem enigmatic by
Get the Gringo,65.0,"'Action', 'Thriller', 'Crime', 'Drama'",career criminal nab mexican authority place tough prison learn survive help yearly boy
Supergirl,55.0,"'Adventure', 'Fantasy', 'Action', 'Science Fiction'",lose powerful orb kara superman cousin come earth retrieve instead find wicked witch
Van Helsing: The London Assignment,64.0,"'Action', 'Animation', 'Fantasy', 'Horror'",tell event film monster hunter gabriel van helsing travel london investigate series horrific decidedly supernatural murder commit mad scientist do jekyll form evil altered my hyde
After Hours,75.0,"'Comedy', 'Thriller', 'Drama'",ordinary word processor bad night life agree visit girl soho meet even coffee shop
Ninja Scroll,78.0,"'Fantasy', 'Adventure', 'Animation'",tube masterless ninja travel land alone lend service gondor worthy cause fearsome ability serve well plot overthrow government threaten end wander wayward possibly life
The Car: Road to Revenge,65.0,"'Action', 'Horror', 'Thriller', 'Science Fiction'",dilapidated city plague crime corruption unscrupulous district attorney savagely murder toss build onto brand new car mysteriously district attorney car come back life single thirst vengeance eerie driverless car embark vicious rampage exact revenge criminal murder car road revenge stylized sequel unconventional horror cult classic car feature homage original return ronny cox mechanic
Let the Bullets Fly,75.0,"'Action', 'Comedy'",circumstance force outlaw impersonate county governor clean corrupt town robin hood figure find showdown local godfather
Teen Wolf Too,41.0,"'Comedy', 'Fantasy', 'Family'",although awkward college student todd howard particularly adept science he pay school athletic scholarship lose fare well upcoming box tournament luckily todd inherit family curse turn cousin werewolf transform hairy fanged howl monster find physical agility popularity skyrocket cost
Zombies,58.0,"'Horror', 'Action', 'Thriller', 'Mystery'",world shamble plague zombie outbreak strong survive much determination take luke crew enough ambition ammunition stay alive long enough save human race
Chicago,71.0,"'Comedy', 'Crime', 'Drama'",murder velma kelly roxie hart find death row together fight fame keep gallows chicago
A Thousand Words,61.0,"'Drama', 'Comedy'",jack mccall literary agent close deal time way set sight new age guru do ninja selfish purpose do ninja jack life come unglued magical bodhi tree mysteriously appear backyard every word jack speak leaf fall tree realize last leaf fall tree toast word never fail jack mccall he get stop talk conjure outrageous way communicate he goner
U.S. Marshals,65.0,"'Thriller', 'Crime', 'Action'",u marshal sam gerard accompany plane load convict chicago new york plane crash spectacularly mark sheridan escape diplomatic security agent john royce assign help gerard recapture sheridan become clear sheridan another murderer
A League of Their Own,72.0,"'Comedy', 'Drama'",americas stock athletic young men deplete world war ii professional baseball league spring midwest fund candy maker walter harvey competitive sister dottie hanson kit keller spar scout ernie grumpy hasbeen coach jimmy duran way fame
The Apartment,82.0,"'Comedy', 'Drama', 'Romance'",bud baxter minor clerk huge new york insurance company discover quick way climb corporate ladder lend apartment executive place take mistress although often deal visit one night he leave major problem solve
Never Say Never Again,61.0,"'Adventure', 'Action', 'Thriller'",jam bond return secret agent battle evil organization spectre bond must defeat large steal two atomic warhead nuclear blackmail bond ally larges girlfriend willowy domino fall bond seek revenge
Dead Like Me: Life After Death,63.0,"'Drama', 'Fantasy', 'Comedy'",george colleague get new boy whose focus move souls quickly enjoy life without consequence team begin break strict reaper rule friend fall victim desire money success fame george break another rule reveal true identity live family
Doom,51.0,"'Action', 'Horror', 'Science Fiction'",team space marine know rapid response tactical squad lead sarge send science facility mar somebody report security breach learn alert come test subject mass murderer purposefully inject alien dna break free begin kill people do grimm relate team member reaper inform chromosome mutate human monster highly infectious
The Man with the Iron Heart,66.0,"'War', 'Action', 'History', 'Thriller'",third reich peak czech resistance london plan ambitious military operation wait anthropic two young recruit send prague assassinate ruthless nazi leader heinrich head i gestapo architect final solution
Free Fire,63.0,"'Action', 'Crime', 'Mystery'",boston meet desert warehouse two gang turn shootout game survival
Fragtime,61.0,"'Animation', 'Romance', 'Science Fiction', 'Comedy'",misuse introvert always difficulty interact classmates quickly become fluster whenever someone try talk sometimes use ability stop time three minute escape troublesome social situation one day misuse watch suspend environment around observe classmate haruka somehow able move despite temporal influence moment misuse experience new wonder explore world long avoid matter time may take misuse count haruka always side
Lake Placid vs. Anaconda,53.0,"'Action', 'Horror'",giant alligator go head head giant anaconda town sheriff must find way destroy two monster kill whole town
The Lost City of Z,64.0,"'Adventure', 'Drama', 'History'",treeline drama center british explorer col percy faucet discover evidence previously unknown advance civilization amazon disappear whilst search
The Ghost and the Darkness,68.0,"'Adventure', 'Action', 'Thriller'",sir robert beaumont behind schedule railroad africa enlist note engineer john henry patterson right ship beaumont expect result everything seem great crew discover mutilate corpse project foreman seemingly kill lion several attack patterson call famed hunter charles remington finally meet match bloodthirsty lion
The Heartbreak Kid,57.0,"'Comedy', 'Romance'",eddie yearly confirm bachelor finally say beautiful sexy lila honeymoon mexico woman dream turn total nightmare guy could never pull trigger realize he jump gun
The Scorpion King 2: Rise of a Warrior,46.0,"'Action', 'Adventure', 'Fantasy', 'Science Fiction'",heroic tale young relentless quest justice evil powerful villain king jargon face tribulation adventurous trajectory toward ultimate destiny become formidable warrior king ancient desert empire
LEGO DC Comics Super Heroes: Justice League - Attack of the Legion of Doom!,70.0,"'Animation', 'Action', 'Adventure', 'Family', 'Comedy'",crime run newly form justice league keep metropolis safe make evil genius lex luthor unhappy together black manta gang ruthless recruit lex build league declare legion doom super power team terror plan attack government site area lex finally verge victory sound alarm get ready brick fly superman batman wonder woman rest justice league face world great supervillains next alone original movie lego do comic
The House Bunny,57.0,"'Romance', 'Comedy'",shelley live carefree life rival get toss playboy mansion nowhere go fate deliver sorority girl zeta alpha zeta unless sign new pledge class seven socially clueless woman lose house scheme girl phi iota mu order accomplish goal need shelley teach way makeup men time shelley need zeta sense individuality combination lead girl learn stop pretend start
Alkhallat+,53.0,"'Mystery', 'Comedy'",four tale explore trickery deception tire thieve crash wed man frantic attempt bury secret decease friend
Ranma ½: The Movie 3 — The Super Non-Discriminatory Showdown: Team Ranma vs. the Legendary Phoenix,77.0,"'Animation', 'Comedy'",animate short highschool swordsman kung come possession egg legendary phoenix say grant owner incredible power shopkeeper sell egg kung one condition never never circumstance put darn thing head
The Descent,69.0,"'Adventure', 'Horror'",tragic accident six friend reunite cave expedition adventure soon go horribly wrong collapse trap deep underground find pursue bloodthirsty creature friendships deteriorate find desperate struggle survive creature
The Girl in the Spider's Web,61.0,"'Action', 'Crime', 'Thriller', 'Drama'",enlist recover dangerous computer program hacker lisbeth salander journalist mikael blomkvist find catch web spy corrupt government official
Thelma & Louise,76.0,"'Drama', 'Thriller', 'Crime', 'Adventure'",whilst short weekend getaway louise shoot man try rape thelma due incriminate circumstance make run thus cross country chase ensue two fugitive along way woman rediscover strength friendship surprise aspects personality try time
Primal,57.0,'Action',baggage hunter zoo book passage greek ship freighter fresh haul exotic deadly animal amazon include rare white jaguar along political assassin extradite u secret two day journey assassin escape release captive animal throw ship chaos
Good Mourning,57.0,'Comedy',movie star london clash get world turn upside must choose pursue one true love land star role major motion picture
Mandy,62.0,"'Horror', 'Action', 'Thriller', 'Fantasy'",shadow mountain red mandy lead love peaceful existence savagely destroy red catapult phantasmagoria journey fill bloody vengeance lace fire
Buzz Lightyear of Star Command: The Adventure Begins,64.0,"'Animation', 'Family', 'Comedy', 'Science Fiction', 'Adventure'",buzz lighter must battle emperor burg help three hopefuls insist partner
The Boss Baby,65.0,"'Animation', 'Comedy', 'Family'",story new baby arrival impact family tell point view delightfully unreliable narrator wildly imaginative year old name tim
"Honey, I Shrunk the Kids",63.0,"'Adventure', 'Comedy', 'Family', 'Science Fiction'",scientist father teenage girl boy accidentally shrink two neighborhood teen size insect teens must fight diminutive danger father search
Sailor Moon R: The Movie,79.0,"'Animation', 'Romance', 'Action', 'Fantasy'",enjoy flower garden sailor moon usage friend encounter old childhood friend mamoru alien he come back give mamoru special flower doesn't like usage rest planet inhabitant sailor moon must defend earth evil flower he bring back evil vine blossom overrun planet
Ghosts of Girlfriends Past,59.0,"'Fantasy', 'Comedy', 'Romance'",notorious womanizer connor mead attend brother paul wed force reevaluate behavior come ghost girlfriend past present future along decease uncle experience change attitude allow reconnect first love jenny
Lock Up,68.0,"'Action', 'Crime'",frank leone near end prison term relatively minor crime parole however warden take charge assign hellhole prison administration publicly humiliate leone arrive scene ensure leone never see light day
Blades of Glory,61.0,'Comedy',scandal strip gold medal two athlete skirt way back onto ice via loophole allow compete together pair team
Another Egg and Chicken Movie,76.0,"'Animation', 'Comedy', 'Adventure'",toto chicken try live willy bibi deal problem sorcerer egg desert need chicken heart cast spell send army egg vulture ostrich scorpion kidnap toto friends embark journey desert rescue chicken live countless adventure
Tangled: Before Ever After,68.0,"'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'TV Movie'",grapple responsibility princess overprotective way father wholeheartedly love eugene share immediate desire get marry settle within castle wall determine live life term cassandra embark secret adventure encounter mystical rock magically cause long blonde hair grow back impossible break difficult hide must learn embrace hair represent
Ronin,69.0,"'Action', 'Thriller', 'Crime'",briefcase undisclosed content seek irish terrorist russian mob make way criminal hand irish liaison assemble squad mercenary ronin give thorny task recover case
Say Anything...,71.0,"'Romance', 'Comedy', 'Drama'",lloyd eternal optimist seek capture heart diane unattainable high school beauty straight student surprise return sentiment danes divorce dad disapprove go take power love conquer
StarDog and TurboCat,72.0,"'Animation', 'Comedy', 'Family'",vigilante cat felix loyal canine buddy set find buddy lose owner discover power friendship inner superpower along way
The Princess Switch,70.0,"'Romance', 'Comedy'",chicago baker princess discover look like twin hatch christmastime plan trade place
The Rocky Horror Picture Show,75.0,"'Comedy', 'Science Fiction', 'Fantasy', 'Horror'",sweetheart brad janet stick flat tire storm discover eerie mansion do frankfurter transvestite scientist innocence lose brad janet meet houseful wild character include rock biker creepy butler elaborate dance rock song frankfurter unveil late creation muscular man name rock
The Muppets,67.0,"'Comedy', 'Music'",kermit frog muppets learn beloved theater slat demolition sympathetic human gary puppet brother walter swoop help gang put show raise million need save day
10,56.0,"'Comedy', 'Romance'",hollywood songwriter go midlife crisis become infatuated sexy blonde newlywed
The Lost Prince,57.0,"'Fantasy', 'Adventure', 'Comedy'",alibi live alone sofia yearly daughter every night invent story put sleep sofia fall asleep extraordinary story come life somewhere imaginary world inhabit knight pirate dragon world belong sofia always princess save brave prince none alibi year later entry sofia college mark end childhood despair father longer need story night one hand alibi accept daughter grow move away hand world story prince face epic adventure find destiny world longer place
The Dirty Dozen,76.0,"'Action', 'Adventure', 'War'",american military prisoner world war ii order infiltrate enemy chateau kill nazi officer vacation soldier face death sentence variety violent crime agree mission possible commute sentence
Gamer,57.0,"'Action', 'Thriller', 'Science Fiction'",technology take society storm multiplayer online game call slayer allow player control human prisoner simon control able online champion game tables ultimate challenge become regain identity independence defeat game mastermind
LEGO DC: Shazam! Magic and Monsters,74.0,"'Family', 'Adventure', 'Animation', 'Comedy'",high time justice league take notice shaman join world great team superheroes lot hard theyve turn kid
Sgt. Stubby: An American Hero,77.0,"'Animation', 'Adventure', 'Family', 'History', 'War'",true story decorate dog american military history set stubby endure bond forge trench world war
The Assignment,54.0,"'Action', 'Crime', 'Thriller'",ace assassin frank kitchen double cross gangster fall hand rogue surgeon know doctor turn woman hitman hitman set revenge aid nurse name johnnie also secret
Second Act,64.0,"'Romance', 'Comedy'",maya yearly woman struggle frustration unfulfilled dream get chance prove madison avenue street smart valuable book smart never late second act
Tucker and Dale vs. Evil,73.0,"'Comedy', 'Horror'",two hillbilly suspect killer group paranoid college kid camp near duos west virginian cabin body count climb fear confusion college kid try seek revenge pair
The Little Vampire,68.0,"'Family', 'Adventure', 'Comedy', 'Fantasy'",base popular book story tell tony want friend add adventure life get rudolph vampire kid good appetite two end inseparable fun cut short hop vampire race could go forever single night tons access daytime world help find theyve always want
Flash Gordon,62.0,"'Science Fiction', 'Adventure', 'Action'",football player mat travel planet mongo find fight tyranny ming merciless save earth
Minuscule 2: Mandibles from Far Away,71.0,"'Animation', 'Adventure', 'Family', 'Comedy'",first snow fall valley urgent prepare reserve winter ala operation small ladybug trap box caribbean one solution reform shock team
Sword Art Online: Extra Edition,67.0,"'Animation', 'Fantasy', 'Adventure'",kitto new friend look back event season one kitto recall define moment sugu learn swim help sauna girl fight alongside kitto
Get Smart,62.0,"'Action', 'Comedy', 'Thriller'",identity secret agent control compromise chief promote hapless eager analyst maxwell smart team stylish capable agent spy whose cover remain intact work together thwart evil plan kao crafty operative
Uncle Drew,67.0,'Comedy',uncle draw recruit squad old basketball player return court compete tournament
Fallen Angels,77.0,"'Action', 'Romance', 'Crime'",two tale crime intertwine presently hong kong
An Extremely Goofy Movie,64.0,"'Animation', 'Family', 'Comedy'",extreme sport life freedom max set college goofy miss max much lose job go finish college alongside max friend goofy try get close max must go extreme learn live live together
Escape from New York,71.0,"'Science Fiction', 'Action'",future crime control new york city manhattan maximum security prison grab bargain chip right air convict bring president plane bad old gotham gruff snake needed lone warrior new prison life coerce bring president cargo land undesirable
Teen Titans Go! vs. Teen Titans,79.0,"'Action', 'Animation'",comedic modernity quintet take counterpart villain world join force pit two titan team theyll need set aside difference work together combat arigon hexagon santa claus thats right santa time order save multiverse
The Man in the Iron Mask,66.0,"'Adventure', 'Action', 'Drama'",year pas since three musketeer arms ethos porthos fight together friend d'artagnan tyrannical king louis use power wreak havoc kingdom twin brother philippe remain imprison musketeer reunite abduct louis replace philippe
Robinson Crusoe,58.0,"'Animation', 'Adventure', 'Comedy', 'Family'",tiny exotic island tuesday outdo parrot live quirky animal friend paradise however tuesday cant stop dream discover world violent storm tuesday friend wake find strange creature beach robinson crusoe tuesday immediately view crusoe ticket island explore new land likewise crusoe soon realize key survive island help tuesday animal isn't always easy first animal dont speak human slowly surely start live together harmony one day comfortable life overturn two savage cat wish take control island battle ensue cat group friends crusoe animal soon discover true power friendship odds even savage cat
Air Force One,64.0,"'Action', 'Thriller'",russian terrorist conspire hijack aircraft president family board commander chief find face impossible predicament give terrorist sacrifice family risk everything uphold principle integrity nation
Epic Movie,39.0,"'Comedy', 'Action', 'Adventure'",edward peter lucy susan follow path end find willy chocolate factory walk wardrobe discover world garcia rule white bitch meet character harry potter captain jack swallow newly reunite family must team also lion stop white bitch army
Deadstream,64.0,"'Horror', 'Comedy'",disgrace internet personality attempt win back follower one night alone haunt house accidentally piss vengeful spirit big comeback event become mealtime fight life
Wu Kong,77.0,"'Fantasy', 'Action', 'Adventure'",story tell story sun wukong erling shen come immortal mountain cultivate skill gain friendship experience love ultimately betrayal grow throughout life journey
Chapo: El Escape Del Siglo,56.0,"'Thriller', 'Action', 'Adventure', 'Crime'",famous drug kingpin escape prison mexican president want back jail whereas u government want dead
Black Knight,54.0,"'Comedy', 'Fantasy', 'Adventure'",martin lawrence play jamal employee medieval world amusement park nearly drown moat awaken find the century england
Christmas in Paradise,52.0,"'Comedy', 'Drama'",joanna plan quiet cozy holiday season shatter sister call news dad dump fiance disappear nevins tiny caribbean island respond call sister decide go island save father bring home christmas newly reconnected christmas family survive crazy christmas
Raw Deal,58.0,"'Action', 'Crime', 'Thriller'",mark kick fbi rough treatment suspect wind sheriff small town north carolina fbi chief harry shannon whose son kill mobster name enlist personal vendetta promise reinstatement fbi take accomplish must go undercover join gang
Long Shot,67.0,"'Comedy', 'Romance'",journalist fred flashy reunite childhood crush charlotte field one influential woman world prepare make run presidency charlotte hire fred speechwriter much dismay trust adviser
Fall in Love at First Kiss,65.0,"'Romance', 'Comedy'",earthquake destroy xiang qin house father move family father college buddy surprise new kind amicable aunt uncle parent cold distant schoolmate jiang zhi shu genius iq long ago reject confess feel close proximity give second chance win zhi shut heart love end cold word
My Girl,74.0,"'Comedy', 'Drama'",vada obsess death mother dead father run funeral parlor also love english teacher join poetry class summer impress thomas i best friend allergic everything stick vada despite hangs vada father hire shelly begin fall thing take turn worse
Dark Web: Cicada 3301,62.0,"'Thriller', 'Action', 'Comedy'",genius hacker connor discover cicada online treasure hunt could recruit tool secret society soon conner friend avi secretive librarian gwen dash graffiti sit ancient library uncover clue must outrun aggressive nsa agent also hot trail cicada want glory
Monte Carlo,66.0,"'Adventure', 'Comedy', 'Romance'",three young woman vacation paris find whisk away monte carlo one girl mistake british heiress
Pandorum,65.0,"'Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller'",two crew member wake abandon spacecraft idea long theyve asleep mission two soon discover there actually alone reality situation horrify could imagine
Downsizing,53.0,"'Comedy', 'Drama', 'Science Fiction'",kindly occupational therapist undergo new procedure shrink four inch tall wife help save planet afford nice lifestyle time
Ip Man 4: The Finale,72.0,"'Action', 'Drama', 'History'",follow death wife ip man travel san francisco ease tension local kung fu master star student bruce lee search well future son
